ts,st1MPSI,st2MPSI,thermo1C,thermo2C,stateByte,timeSinceBoot,relayStatusByte,timeSinceCalibration
1714166998732535,736467,737728,15.0,15.5,4,2575869208,0,666939645
1714166999098538,736357,737673,15.0,15.5,4,2576235210,0,667305647
1714166999253498,736302,737618,15.0,15.5,4,2576390170,0,667460607
1714166999460839,736248,737564,15.0,15.5,4,2576597510,0,667667947
1714166999613523,736248,737509,15.0,15.5,4,2576750195,0,667820632
1714166999768494,736193,737454,15.0,15.5,4,2576905167,0,667975604
1714167000033482,736138,737399,15.0,15.5,4,2577170164,0,668240601
1714167000239493,736083,737344,15.0,15.5,4,2577376165,0,668446602
1714167000390615,736028,737344,14.0,15.5,4,2577527288,0,668597725
1714167000555538,735973,737289,13.0,15.5,4,2577692210,0,668762647
1714167000715807,735973,737235,14.0,15.5,4,2577852480,0,668922917
1714167000876496,735973,737235,15.0,15.5,4,2578013168,0,669083605
1714167001036535,735919,737180,15.0,15.5,4,2578173208,0,669243645
1714167001196489,735864,737180,15.0,15.5,4,2578333162,0,669403599
1714167001356493,735864,737125,15.0,15.5,4,2578493165,0,669563602
1714167001516808,735809,737070,15.0,15.5,4,2578653481,0,669723918
1714167001723495,735754,737070,15.0,15.5,4,2578860167,0,669930604
1714167001933567,735754,737015,15.0,15.5,4,2579070229,0,670140666
1714167002094540,735699,737015,14.0,15.5,4,2579231211,0,670301648
1714167002254493,735644,736960,15.0,15.5,4,2579391165,0,670461602
1714167002514490,735644,736906,15.0,15.5,4,2579651174,0,670721611
1714167002718815,735590,736851,14.0,15.5,4,2579855489,0,670925926
1714167002871495,735535,736851,15.0,0.0,4,2580008167,0,671078604
1714167003081536,735480,736796,15.0,15.0,4,2580218208,0,671288645
1714167003286568,735480,736741,12.0,15.5,4,2580423230,0,671493667
1714167003446490,735425,736741,14.0,15.5,4,2580583162,0,671653599
1714167003601493,735425,736686,14.0,15.5,4,2580738165,0,671808602
1714167003756620,735370,736686,15.0,15.5,4,2580893291,0,671963728
1714167003861572,735370,736631,15.0,15.5,4,2580998219,0,672068656
1714167004073813,735315,736631,15.0,15.5,4,2581210486,0,672280923
1714167004234493,735315,736577,14.0,15.0,4,2581371165,0,672441602
1714167004389494,735261,736522,15.0,15.5,4,2581526165,0,672596602
1714167004754478,735206,736522,15.0,15.5,4,2581891164,0,672961601
1714167004964492,735151,736467,15.0,15.5,4,2582101166,0,673171603
1714167005169539,735096,736412,12.0,15.5,4,2582306210,0,673376647
1714167005275853,735096,736412,14.0,15.5,4,2582412525,0,673482962
1714167005432498,735096,736357,15.0,15.5,4,2582569170,0,673639607
1714167005637538,735041,736357,14.0,15.5,4,2582774210,0,673844647
1714167005792598,735041,736302,14.0,15.5,4,2582929233,0,673999670
1714167005948492,734986,736302,15.0,15.5,4,2583085165,0,674155602
1714167006108511,734986,736248,15.0,15.5,4,2583245182,0,674315619
1714167006273493,734932,736248,15.0,15.5,4,2583410165,0,674480602
1714167006423614,734932,736193,14.0,15.5,4,2583560287,0,674630724
1714167006635510,734877,736138,15.0,15.5,4,2583772181,0,674842618
1714167006736541,734822,736138,14.0,15.5,4,2583873213,0,674943650
1714167006892547,734822,736138,14.0,15.5,8,2584029218,1,675099655
1714167007049491,735480,736796,14.0,15.5,8,2584186162,1,675256599
1714167007255547,736522,737838,14.0,15.5,8,2584392217,1,675462654
1714167007416567,737125,738441,14.0,15.5,8,2584553229,1,675623666
1714167007517546,737509,738825,14.0,15.0,8,2584654217,1,675724654
1714167007727693,738167,739483,15.0,15.5,8,2584864341,1,675934778
1714167007881808,738605,739976,14.0,15.5,8,2585018479,1,676088916
1714167008034492,738934,740250,15.0,15.5,8,2585171163,1,676241600
1714167008194545,739099,740470,14.0,15.5,8,2585331216,1,676401653
1714167008354494,739318,740634,15.0,15.5,8,2585491165,1,676561602
1714167008514542,739483,740799,15.0,15.5,8,2585651211,1,676721648
1714167008619544,739538,740908,15.0,15.5,8,2585756216,1,676826653
1714167008774527,739647,740963,14.0,15.5,8,2585911198,1,676981635
1714167008929524,739702,741073,14.0,0.0,8,2586066195,1,677136632
1714167009085816,739812,741128,14.0,15.5,8,2586222487,1,677292924
1714167009237492,739812,741183,14.0,15.5,8,2586374163,1,677444600
1714167009397494,739867,741183,14.0,15.5,8,2586534165,1,677604602
1714167009552529,739867,741237,15.0,15.5,8,2586689200,1,677759637
1714167009717494,739867,741183,15.0,15.5,8,2586854165,1,677924602
1714167009822564,739867,741183,14.0,15.5,8,2586959235,1,678029672
1714167010029569,739867,741237,15.0,15.5,8,2587166239,1,678236676
1714167010186859,739922,741237,14.0,15.5,8,2587323530,1,678393967
1714167010695483,739922,741292,14.0,15.5,8,2587832165,1,678902602
1714167010851524,739922,741292,13.0,15.5,8,2587988195,1,679058632
1714167011111494,739976,741292,14.0,15.5,8,2588248165,1,679318602
1714167011321670,739976,741347,14.0,15.5,8,2588458340,1,679528777
1714167011481502,739976,741347,15.0,15.5,8,2588618172,1,679688609
1714167011631617,739976,741347,14.0,15.5,8,2588768289,1,679838726
1714167011948507,740031,741402,15.0,15.5,8,2589085178,1,680155615
1714167012108495,740031,741402,14.0,15.5,8,2589245165,1,680315602
1714167012259494,740031,741402,14.0,15.5,8,2589396165,1,680466602
1714167012419494,740031,741457,14.0,15.5,8,2589556165,1,680626602
1714167012624588,740086,741457,14.0,15.5,8,2589761244,1,680831681
1714167012780494,740086,741457,14.0,15.5,8,2589917165,1,680987602
1714167012936494,740086,741457,14.0,0.0,8,2590073165,1,681143602
1714167013142978,740141,741512,14.0,15.5,8,2590279649,1,681350086
1714167013295898,740141,741512,15.0,15.5,8,2590432569,1,681503006
1714167013447655,740141,741512,14.0,15.5,8,2590584326,1,681654763
1714167013607494,740141,741566,14.0,15.5,8,2590744163,1,681814600
1714167013767501,740141,741566,15.0,15.5,8,2590904172,1,681974609
1714167013922543,740196,741566,15.0,15.5,8,2591059214,1,682129651
1714167014187495,740196,741566,14.0,15.5,8,2591324167,1,682394604
1714167014392546,740250,741621,14.0,15.5,8,2591529217,1,682599654
1714167014498867,740250,741621,14.0,15.5,8,2591635538,1,682705975
1714167014650498,740250,741676,14.0,15.5,8,2591787169,1,682857606
1714167014810593,740250,741676,14.0,15.0,8,2591947247,1,683017684
1714167015025501,740305,741676,14.0,15.5,8,2592162172,1,683232609
1714167015180495,740305,741676,14.0,15.0,8,2592317165,1,683387602
1714167015385542,740305,741731,14.0,15.5,8,2592522213,1,683592650
1714167015545494,740360,741731,14.0,15.5,8,2592682165,1,683752602
1714167015751851,740360,741786,15.0,15.5,8,2592888522,1,683958959
1714167015904506,740360,741786,14.0,15.5,8,2593041176,1,684111613
1714167016059494,740360,741786,14.0,15.5,8,2593196165,1,684266602
1714167016216494,740415,741786,14.0,15.5,8,2593353165,1,684423602
1714167016371500,740415,741786,12.0,15.5,8,2593508172,1,684578609
1714167016581495,740415,741786,14.0,15.5,8,2593718165,1,684788602
1714167016741494,740415,741841,15.0,15.5,8,2593878165,1,684948602
1714167016896515,740415,741841,14.0,15.5,4,2594033188,0,685103625
1714167017256478,740196,741621,14.0,15.5,4,2594393162,0,685463599
1714167017412494,740086,741512,14.0,15.5,4,2594549166,0,685619603
1714167017567491,740031,741402,14.0,15.5,4,2594704163,0,685774600
1714167017717598,739922,741347,14.0,15.5,4,2594854249,0,685924686
1714167017873498,739867,741237,14.0,15.5,4,2595010171,0,686080608
1714167018028537,739812,741183,14.0,15.5,4,2595165209,0,686235646
1714167018193491,739702,741128,14.0,15.5,4,2595330162,0,686400599
1714167018353622,739647,741073,14.0,15.0,4,2595490295,0,686560732
1714167018515537,739592,741018,11.0,15.5,4,2595652210,0,686722647
1714167018616505,739538,740963,14.0,15.0,4,2595753177,0,686823614
1714167018777607,739483,740908,14.0,15.5,4,2595914280,0,686984717
1714167018933493,739428,740854,14.0,15.5,4,2596070165,0,687140602
1714167019140489,739373,740799,14.0,15.5,4,2596277162,0,687347599
1714167019295493,739318,740744,14.0,15.5,4,2596432165,0,687502602
1714167019455493,739263,740689,14.0,15.5,4,2596592165,0,687662602
1714167019611820,739209,740634,14.0,15.5,4,2596748492,0,687818929
1714167019767541,739154,740579,14.0,15.5,4,2596904214,0,687974651
1714167020127490,739044,740470,10.0,15.5,4,2597264172,0,688334609
1714167020342538,738989,740415,14.0,15.5,4,2597479210,0,688549647
1714167020452516,738989,740415,14.0,15.5,4,2597589188,0,688659625
1714167020607523,738934,740360,14.0,15.5,4,2597744195,0,688814632
1714167020815524,738880,740305,14.0,15.5,4,2597952196,0,689022633
1714167020920555,738825,740250,14.0,15.5,4,2598057225,0,689127662
1714167021080594,738825,740196,14.0,15.5,4,2598217249,0,689287686
1714167021240489,738770,740196,14.0,15.5,4,2598377162,0,689447599
1714167021445538,738715,740141,14.0,15.5,4,2598582210,0,689652647
1714167021605660,738660,740086,14.0,15.5,4,2598742333,0,689812770
1714167021968471,738605,739976,14.0,15.0,4,2599105160,0,690175597
1714167022129556,738551,739976,14.0,15.0,4,2599266228,0,690336665
1714167022289490,738496,739921,14.0,15.5,4,2599426162,0,690496599
1714167022446499,738496,739867,14.0,15.0,4,2599583171,0,690653608
1714167022597527,738441,739867,14.0,15.0,4,2599734200,0,690804637
1714167022808576,738386,739812,14.0,15.0,4,2599945238,0,691015675
1714167022960493,738386,739757,15.0,15.5,4,2600097165,0,691167602
1714167023218865,738276,739702,14.0,15.5,4,2600355533,0,691425970
1714167023371489,738276,739702,14.0,15.0,4,2600508162,0,691578599
1714167023522490,738222,739647,14.0,15.5,4,2600659162,0,691729599
1714167023677538,738167,739592,14.0,14.0,4,2600814210,0,691884647
1714167023782527,738167,739592,14.0,15.0,4,2600919199,0,691989636
1714167023987549,738112,739538,14.0,15.0,4,2601124198,0,692194635
1714167024148658,738112,739538,14.0,15.0,4,2601285332,0,692355769
1714167024313493,738057,739483,15.0,15.0,4,2601450165,0,692520602
1714167024473813,738002,739428,14.0,15.0,4,2601610485,0,692680922
1714167024634500,737947,739373,15.0,15.0,4,2601771171,0,692841608
1714167024794493,737947,739373,14.0,15.0,4,2601931165,0,693001602
1714167024949494,737947,739318,14.0,15.0,4,2602086165,0,693156602
1714167025109489,737893,739318,13.0,15.5,4,2602246162,0,693316599
1714167025269614,737838,739263,14.0,15.0,4,2602406287,0,693476724
1714167025426489,737783,739209,14.0,15.0,4,2602563162,0,693633599
1714167025587493,737783,739209,14.0,15.0,4,2602724165,0,693794602
1714167025752540,737728,739154,14.0,15.0,4,2602889213,0,693959650
1714167025904493,737728,739154,15.0,15.0,4,2603041165,0,694111602
1714167026055541,737673,739099,14.0,15.0,4,2603192213,0,694262650
1714167026216493,737618,739099,12.0,15.0,4,2603353165,0,694423602
1714167026372492,737618,739044,14.0,15.0,4,2603509165,0,694579602
1714167026527814,737564,738989,14.0,15.5,4,2603664485,0,694734922
1714167026734538,737509,738934,15.0,15.0,4,2603871210,0,694941647
1714167026944489,737454,738934,14.0,15.0,4,2604081162,0,695151599
1714167027099662,737454,738880,14.0,15.5,4,2604236334,0,695306771
1714167027264493,737399,738825,14.0,15.5,4,2604401165,0,695471602
1714167027469536,737344,738825,14.0,15.0,4,2604606209,0,695676646
1714167027624492,737344,738770,15.0,15.0,4,2604761165,0,695831602
1714167027779811,737289,738770,14.0,15.0,4,2604916483,0,695986920
1714167027932856,737289,738715,14.0,15.0,4,2605069509,0,696139946
1714167028143489,737235,738660,14.0,15.5,4,2605280162,0,696350599
1714167028293589,737180,738660,14.0,15.5,4,2605430233,0,696500670
1714167028449538,737180,738605,15.0,15.0,4,2605586210,0,696656647
1714167028655538,737125,738551,14.0,15.0,4,2605792210,0,696862647
1714167028811493,737125,738551,15.0,15.5,4,2605948165,0,697018602
1714167028968513,737070,738496,14.0,15.5,4,2606105185,0,697175622
1714167029174489,737015,738441,14.0,15.0,4,2606311162,0,697381599
1714167029331809,737015,738496,14.0,15.5,8,2606468480,1,697538917
1714167029535809,737947,739373,12.0,15.5,8,2606672480,1,697742917
1714167029696495,738605,740086,14.0,15.0,8,2606833167,1,697903604
1714167029856500,739154,740634,14.0,15.5,8,2606993171,1,698063608
1714167030061536,739812,741292,14.0,15.5,8,2607198206,1,698268643
1714167030171505,740086,741512,14.0,15.5,8,2607308176,1,698378613
1714167030326557,740415,741895,14.0,15.5,8,2607463228,1,698533665
1714167030487818,740744,742224,14.0,15.5,8,2607624489,1,698694926
1714167030644495,740963,742444,14.0,15.5,8,2607781165,1,698851602
1714167030849541,741183,742663,14.0,15.5,8,2607986212,1,699056649
1714167031009519,741292,742773,14.0,15.5,8,2608146189,1,699216626
1714167031119499,741347,742828,12.0,15.0,8,2608256170,1,699326607
1714167031269570,741457,742937,14.0,15.5,8,2608406231,1,699476668
1714167031374560,741512,742992,14.0,15.5,8,2608511223,1,699581660
1714167031535541,741567,743047,14.0,15.5,8,2608672212,1,699742649
1714167031687809,741676,743102,14.0,15.0,8,2608824481,1,699894918
1714167031840811,741676,743157,15.0,15.5,8,2608977483,1,700047920
1714167031997494,741676,743157,14.0,15.0,8,2609134165,1,700204602
1714167032098556,741676,743157,14.0,15.5,8,2609235228,1,700305665
1714167032258494,741676,743157,14.0,15.5,8,2609395165,1,700465602
1714167032413616,741676,743157,14.0,15.5,8,2609550287,1,700620724
1714167032518530,741676,743157,14.0,15.0,8,2609655201,1,700725638
1714167032673500,741676,743157,14.0,15.5,8,2609810170,1,700880607
1714167032833496,741676,743157,14.0,14.0,8,2609970168,1,701040605
1714167033044813,741676,743157,14.0,15.0,8,2610181484,1,701251921
1714167033460551,741676,743157,14.0,15.5,8,2610597220,1,701667657
1714167033620503,741731,743157,14.0,15.5,8,2610757170,1,701827607
1714167033780541,741731,743211,14.0,15.5,8,2610917211,1,701987648
1714167033940514,741731,743211,14.0,15.5,8,2611077185,1,702147622
1714167034983579,741786,743266,14.0,15.0,8,2612120231,1,703190668
1714167035656543,741786,743266,14.0,15.5,8,2612793214,1,703863651
1714167035816495,741786,743321,14.0,15.0,8,2612953165,1,704023602
1714167035976494,741786,743321,11.0,15.5,8,2613113165,1,704183602
1714167036132494,741841,743321,14.0,15.5,8,2613269165,1,704339602
1714167036493472,741841,743321,14.0,15.5,8,2613630164,1,704700601
1714167036648499,741841,743321,14.0,15.5,8,2613785170,1,704855607
1714167036803810,741841,743321,13.0,15.5,8,2613940481,1,705010918
1714167036965495,741841,743321,14.0,15.5,8,2614102165,1,705172602
1714167037120616,741841,743376,14.0,15.5,8,2614257288,1,705327725
1714167037331545,741841,743376,14.0,15.5,8,2614468215,1,705538652
1714167037491495,741841,743376,14.0,15.5,8,2614628165,1,705698602
1714167037651818,741895,743376,14.0,15.5,8,2614788488,1,705858925
1714167037804816,741895,743376,14.0,15.0,8,2614941486,1,706011923
1714167037957500,741895,743376,14.0,14.0,8,2615094171,1,706164608
1714167038112544,741895,743376,14.0,15.5,8,2615249215,1,706319652
1714167038327494,741895,743376,14.0,15.5,8,2615464165,1,706534602
1714167038482494,741895,743376,14.0,15.5,8,2615619165,1,706689602
1714167038638501,741895,743376,14.0,15.5,8,2615775172,1,706845609
1714167038794494,741895,743376,14.0,15.0,8,2615931165,1,707001602
1714167038945591,741895,743376,14.0,15.5,8,2616082239,1,707152676
1714167039106809,741895,743376,14.0,15.5,8,2616243480,1,707313917
1714167039365476,741895,743376,14.0,15.5,4,2616502164,0,707572601
1714167039525489,741786,743266,14.0,15.5,4,2616662162,0,707732599
1714167039680537,741676,743157,14.0,15.5,4,2616817210,0,707887647
1714167039840493,741621,743102,14.0,15.5,4,2616977165,0,708047602
1714167040000489,741512,743047,12.0,15.5,4,2617137162,0,708207599
1714167040155494,741512,742992,14.0,15.0,4,2617292165,0,708362602
1714167040310810,741402,742882,14.0,15.5,4,2617447482,0,708517919
1714167040463521,741347,742773,14.0,15.5,4,2617600193,0,708670630
1714167040673493,741237,742773,14.0,15.5,4,2617810165,0,708880602
1714167040778554,741183,742718,15.0,0.0,4,2617915213,0,708985650
1714167040993615,738441,739921,14.0,15.0,25,2618130286,2,709200723
1714167041149490,733067,734493,14.0,15.5,25,2618286162,2,709356599
1714167041410750,722539,723965,15.0,15.5,25,2618547429,2,709617866
1714167041563819,717549,718865,15.0,15.0,25,2618700490,2,709770927
1714167041716527,712669,714040,15.0,15.0,25,2618853199,2,709923636
1714167041876561,708118,709489,15.0,15.0,4,2619013225,0,710083662
1714167042032492,708721,710037,15.0,15.5,4,2619169165,0,710239602
1714167042187492,710202,711573,14.0,15.5,4,2619324165,0,710394602
1714167042398539,712340,713711,14.0,15.5,4,2619535212,0,710605649
1714167042554565,714040,715466,14.0,15.5,4,2619691237,0,710761674
1714167042714989,716233,717659,14.0,15.5,4,2619851639,0,710922076
1714167042867819,717824,719140,14.0,15.5,8,2620004490,1,711074927
1714167043019637,720839,722320,12.0,15.5,8,2620156308,1,711226745
1714167043184490,723307,724733,14.0,15.5,8,2620321162,1,711391599
1714167043344494,725336,726761,14.0,15.5,8,2620481165,1,711551602
1714167043504491,727036,728516,14.0,15.5,8,2620641162,1,711711599
1714167043604618,728023,729448,14.0,15.5,8,2620741264,1,711811701
1714167043764562,729229,730655,14.0,15.5,8,2620901219,1,711971656
1714167043921495,730600,732025,12.0,15.5,8,2621058166,1,712128603
1714167044127543,731696,733122,15.0,15.5,8,2621264214,1,712334651
1714167044492483,733067,734548,14.0,15.5,8,2621629165,1,712699602
1714167044652494,733561,734986,14.0,15.5,8,2621789165,1,712859602
1714167044812494,733945,735425,14.0,15.5,8,2621949165,1,713019602
1714167044963621,734274,735754,15.0,15.0,8,2622100291,1,713170728
1714167045334495,734932,736412,14.0,15.5,8,2622471165,1,713541602
1714167045434548,735096,736522,14.0,15.0,8,2622571217,1,713641654
1714167045645542,735315,736796,14.0,15.0,8,2622782212,1,713852649
1714167045805543,735480,736960,15.0,15.5,8,2622942214,1,714012651
1714167046015536,735644,737125,15.0,15.0,8,2623152207,1,714222644
1714167046175816,735809,737235,15.5,15.0,8,2623312486,1,714382923
1714167046383593,735919,737399,12.0,15.5,8,2623520239,1,714590676
1714167046543518,736028,737509,14.0,15.0,8,2623680188,1,714750625
1714167046644595,736083,737564,14.0,15.0,8,2623781255,1,714851692
1714167046804534,736138,737618,15.0,15.0,8,2623941204,1,715011641
1714167047010541,736248,737673,15.0,15.5,8,2624147212,1,715217649
1714167047225851,736357,737783,15.0,15.5,8,2624362522,1,715432959
1714167047378811,736357,737838,14.0,15.5,8,2624515481,1,715585918
1714167047535504,736412,737893,15.0,15.0,8,2624672175,1,715742612
1714167047690494,736467,737947,15.0,15.0,8,2624827165,1,715897602
1714167047850494,736522,737947,15.0,15.0,8,2624987165,1,716057602
1714167048005546,736522,738002,15.0,15.0,8,2625142217,1,716212654
1714167048220530,736577,738057,14.0,15.0,8,2625357201,1,716427638
1714167048325544,736631,738057,14.0,15.0,8,2625462215,1,716532652
1714167048532529,736631,738112,15.0,15.0,8,2625669199,1,716739636
1714167048688543,736686,738112,15.0,15.0,8,2625825214,1,716895651
1714167049098541,736741,738167,14.0,15.0,8,2626235212,1,717305649
1714167049258494,736741,738222,15.0,15.0,8,2626395165,1,717465602
1714167049463543,736796,738222,15.0,15.0,8,2626600214,1,717670651
1714167049619582,736796,738222,15.0,15.0,8,2626756234,1,717826671
1714167049724543,736796,738276,13.0,15.0,8,2626861214,1,717931651
1714167049926490,736796,738276,15.0,15.0,8,2627063162,1,718133599
1714167050081892,736851,738276,14.0,15.0,8,2627218563,1,718289000
1714167050234821,736851,738276,15.0,14.0,8,2627371491,1,718441928
1714167050387492,736851,738276,14.0,15.0,8,2627524162,1,718594599
1714167050548616,736851,738276,14.0,15.0,8,2627685287,1,718755724
1714167050658564,736851,738331,14.0,15.0,8,2627795233,1,718865670
1714167050823495,736851,738331,14.0,15.0,8,2627960165,1,719030602
1714167050978495,736906,738331,14.0,15.0,8,2628115165,1,719185602
1714167051133494,736906,738331,14.0,15.0,8,2628270165,1,719340602
1714167051289531,736906,738331,12.0,13.0,8,2628426202,1,719496639
1714167051440496,736906,738331,15.0,15.0,8,2628577167,1,719647604
1714167051595509,736906,738331,14.0,15.0,8,2628732180,1,719802617
1714167051750545,736906,738331,14.0,15.0,8,2628887216,1,719957653
1714167051855546,736906,738331,14.0,15.0,8,2628992217,1,720062654
1714167052010524,736906,738331,15.0,15.0,8,2629147195,1,720217632
1714167052220540,736906,738331,14.0,15.0,8,2629357212,1,720427649
1714167052380661,736960,738331,14.0,15.0,8,2629517332,1,720587769
1714167052540812,736960,738386,14.0,15.0,8,2629677482,1,720747919
1714167052693529,736960,738386,14.0,15.0,8,2629830200,1,720900637
1714167052799586,736960,738386,15.0,15.0,4,2629936233,0,721006670
1714167053009513,736741,738112,14.0,15.0,4,2630146185,0,721216622
1714167053169539,736577,737947,14.0,15.0,4,2630306212,0,721376649
1714167053329539,736412,737838,15.0,15.0,4,2630466212,0,721536649
1714167053439493,736302,737728,15.0,15.0,4,2630576165,0,721646602
1714167053650505,736138,737509,14.0,15.0,4,2630787178,0,721857615
1714167053810493,735973,737399,14.0,15.5,4,2630947165,0,722017602
1714167053970493,735919,737289,14.0,15.0,4,2631107165,0,722177602
1714167054120660,735809,737180,14.0,15.0,4,2631257333,0,722327770
1714167054221695,735754,737125,14.0,15.0,4,2631358363,0,722428800
1714167054381539,735644,737015,15.0,15.0,4,2631518210,0,722588647
1714167054546807,735535,736906,14.0,15.0,4,2631683480,0,722753917
1714167054703493,735480,736851,15.0,15.0,4,2631840165,0,722910602
1714167054858538,735370,736796,15.0,15.0,4,2631995210,0,723065647
1714167054968550,735370,736741,15.0,15.0,4,2632105215,0,723175652
1714167055178491,735261,736631,15.0,15.0,4,2632315163,0,723385600
1714167055333489,735206,736577,14.0,15.0,4,2632470162,0,723540599
1714167055488490,735151,736522,15.0,15.0,4,2632625162,0,723695599
1714167055588594,735096,736467,15.0,15.0,4,2632725241,0,723795678
1714167055795810,735041,736412,15.0,15.0,4,2632932482,0,724002919
1714167055948810,734986,736357,15.0,15.0,4,2633085482,0,724155919
1714167056101489,734932,736302,14.0,15.0,4,2633238162,0,724308599
1714167056311495,734877,736248,14.0,15.0,4,2633448167,0,724518604
1714167056471505,734877,736193,15.0,15.0,4,2633608178,0,724678615
1714167056631493,734822,736193,15.0,15.0,4,2633768165,0,724838602
1714167056836493,734767,736138,14.0,15.0,4,2633973165,0,725043602
1714167056991590,734712,736083,14.0,15.0,4,2634128247,0,725198684
1714167057152849,734712,736028,15.0,15.0,4,2634289522,0,725359959
1714167057359542,734657,736028,14.0,15.0,4,2634496212,0,725566649
1714167057519494,734657,735973,15.0,15.5,8,2634656165,1,725726602
1714167057669542,735151,736467,15.0,15.5,8,2634806214,1,725876651
1714167057889494,735864,737235,15.0,15.0,8,2635026165,1,726096602
1714167058044498,736357,737728,14.0,15.0,8,2635181170,1,726251607
1714167058199494,736741,738112,15.0,15.5,8,2635336165,1,726406602
1714167058355851,737125,738496,14.0,15.5,8,2635492522,1,726562959
1714167058562495,737344,738715,14.0,15.5,8,2635699166,1,726769603
1714167058662626,737454,738770,15.0,15.5,8,2635799265,1,726869702
1714167058823546,737509,738825,15.0,15.5,8,2635960217,1,727030654
1714167058984494,737564,738880,14.0,15.5,8,2636121165,1,727191602
1714167059140494,737564,738934,14.0,15.5,8,2636277165,1,727347602
1714167059245541,737564,738880,12.0,15.5,8,2636382212,1,727452649
1714167059447497,737564,738880,15.0,15.5,8,2636584168,1,727654605
1714167059602502,737564,738880,14.0,15.5,8,2636739172,1,727809609
1714167059703546,737564,738880,14.0,15.5,8,2636840217,1,727910654
1714167059910613,737564,738880,14.0,15.5,8,2637047285,1,728117722
1714167060066494,737564,738934,14.0,15.5,8,2637203165,1,728273602
1714167060481543,737618,738934,14.0,15.5,8,2637618214,1,728688651
1714167060636494,737618,738934,14.0,15.5,8,2637773165,1,728843602
1714167060846539,737618,738934,15.0,14.0,8,2637983210,1,729053647
1714167061006494,737618,738934,14.0,15.5,8,2638143165,1,729213602
1714167061213809,737618,738989,13.0,15.5,8,2638350480,1,729420917
1714167061370495,737673,738989,14.0,15.5,8,2638507166,1,729577603
1714167061525494,737673,738989,14.0,15.5,8,2638662165,1,729732602
1714167061680494,737673,738989,14.0,15.5,8,2638817165,1,729887602
1714167061835494,737673,738989,15.0,15.5,8,2638972165,1,730042602
1714167061990544,737673,738989,15.0,15.5,8,2639127215,1,730197652
1714167062200540,737673,738989,14.0,15.0,8,2639337211,1,730407648
1714167062360494,737673,738989,14.0,15.5,8,2639497163,1,730567600
1714167062513808,737728,738989,14.0,15.5,8,2639650479,1,730720916
1714167062927485,737728,739044,14.0,15.5,8,2640064165,1,731134602
1714167063078616,737728,739044,14.0,15.5,8,2640215287,1,731285724
1714167063243497,737728,739044,15.0,15.0,8,2640380168,1,731450605
1714167063403494,737728,739099,14.0,15.5,8,2640540165,1,731610602
1714167063563494,737728,739044,14.0,15.5,8,2640700165,1,731770602
1714167063719498,737783,739099,14.0,15.5,8,2640856168,1,731926605
1714167063875495,737783,739099,14.0,15.5,8,2641012167,1,732082604
1714167064080540,737783,739099,14.0,15.5,8,2641217212,1,732287649
1714167064185495,737783,739099,14.0,15.5,8,2641322165,1,732392602
1714167064395541,737783,739099,14.0,15.5,8,2641532212,1,732602649
1714167064550604,737783,739099,15.0,15.5,8,2641687256,1,732757693
1714167064715494,737838,739154,14.0,15.0,8,2641852165,1,732922602
1714167064871808,737838,739154,14.0,15.5,8,2642008480,1,733078917
1714167065023649,737838,739154,15.0,15.5,8,2642160320,1,733230757
1714167065183584,737838,739154,14.0,15.5,8,2642320238,1,733390675
1714167065393527,737893,739154,15.0,15.5,8,2642530172,1,733600609
1714167065549563,737893,739209,14.0,15.5,8,2642686227,1,733756664
1714167065650529,737893,739209,14.0,15.5,8,2642787200,1,733857637
1714167065805573,737893,739209,14.0,15.5,8,2642942218,1,734012655
1714167065965656,737893,739209,14.0,15.5,8,2643102328,1,734172765
1714167066173808,737893,739209,14.0,15.5,8,2643310479,1,734380916
1714167066326491,737893,739209,15.0,15.5,8,2643463162,1,734533599
1714167066481547,737893,739209,15.0,15.5,8,2643618216,1,734688653
1714167066641500,737947,739209,15.0,0.0,8,2643778172,1,734848609
1714167066801569,737947,739263,15.0,15.5,8,2643938230,1,735008667
1714167067011561,737947,739263,15.0,15.5,8,2644148225,1,735218662
1714167067166495,737947,739263,12.0,15.5,8,2644303165,1,735373602
1714167067377856,738002,739263,15.0,15.0,8,2644514527,1,735584964
1714167067479600,738002,739263,15.0,15.5,4,2644616251,0,735686688
1714167067639596,737893,739209,15.0,15.5,4,2644776253,0,735846690
1714167067849548,737783,739099,15.0,15.5,4,2644986213,0,736056650
1714167068009566,737728,739044,15.0,15.5,4,2645146228,0,736216665
1714167068169573,737673,738989,15.0,15.0,4,2645306209,0,736376646
1714167068329853,737618,738934,15.0,15.5,4,2645466526,0,736536963
1714167068486539,737564,738880,15.0,15.5,4,2645623212,0,736693649
1714167068646575,737509,738825,15.0,15.5,4,2645783215,0,736853652
1714167068756503,737454,738770,15.0,15.5,4,2645893175,0,736963612
1714167068916492,737399,738715,15.0,15.0,4,2646053165,0,737123602
1714167069126492,737344,738660,15.0,15.5,4,2646263165,0,737333602
1714167069282809,737289,738605,15.0,15.5,4,2646419481,0,737489918
1714167069438493,737235,738551,15.0,15.5,4,2646575166,0,737645603
1714167069643564,737180,738496,15.0,15.5,4,2646780234,0,737850671
1714167069748537,737180,738441,15.0,15.5,4,2646885210,0,737955647
1714167069908489,737125,738386,13.0,15.5,4,2647045162,0,738115599
1714167070063545,737015,738386,14.0,15.5,8,2647200215,1,738270652
1714167070218571,737235,738496,15.0,15.5,8,2647355242,1,738425679
